plot,title,year
"As a child, Colin Sullivan had been introduced to organized crime by Irish-American mobster Frank Costello in the Irish neighborhood of South Boston. Over the years, Costello grooms him to become a mole inside the Massachusetts State Police, until Sullivan is accepted into the Special Investigations Unit, which focuses on organized crime. Before graduating from the police academy, Billy Costigan is recruited by Captain Queenan and Staff Sergeant Dignam to go undercover, as his family ties to organized crime make him a perfect infiltrator. He drops out of the academy and does time in prison on a fake assault charge to increase his credibility. Each man infiltrates his respective organization, and Sullivan begins a romance with police psychiatrist Madolyn Madden. Costigan is seeing her under the terms of his probation, and they begin a relationship, too. After Costello escapes a sting operation, each mole becomes aware of the other's existence. Sullivan is told to find the ""rat"" and asks Costello for information to identify the informer. Costigan follows Costello into a porn theater, where Costello gives Sullivan an envelope containing personal information on his crew members. Costigan chases Sullivan through Chinatown. When it is over, neither man knows the other's identity. Sullivan has Queenan tailed to a meeting with Costigan on the roof of a building. Queenan orders Costigan to flee while he confronts Costello's men alone. The men then throw Queenan off the building to his death. When they exit, Costigan pretends he has come to join them. Television news reveals that crew member Delahunt has been an undercover cop, working for the Boston Police Department. Dignam resigns rather than work with Sullivan, who he suspects is the mole after he is asked why he had Queenan followed. Using Queenan's phone, Sullivan reaches Costigan, who refuses to abort his mission. Sullivan learns from Queenan's diary of Costello's role as an informant for the FBI, causing him to worry about his own identity being revealed. With Costigan's help, Costello is traced to a cocaine drop-off, where a gunfight erupts between Costello's crew and the police, which results in most of the crew being killed. Costello, confronted by Sullivan, admits he is an FBI informant. Costello tries to shoot Sullivan, but Sullivan shoots him multiple times. With Costello dead, Sullivan is applauded the next day by everyone on the force. In good faith, Costigan comes to Sullivan for restoration of his true identity and to be paid for his work, but notices the envelope from Costello on Sullivan's desk and flees, finally realizing Sullivan is the enemy. Fearing retaliation, Sullivan erases Costigan's records from the police computer system. Sullivan is unaware that Madolyn had an affair with Costigan when she tells Sullivan that she is pregnant. Later, Sullivan finds her listening to a CD from Costigan containing incriminating recorded conversations between Costello and Sullivan. Sullivan unsuccessfully attempts to assuage her suspicions. He then contacts Costigan, who reveals that Costello recorded every one of their conversations, that Costello's attorney left Costigan in possession of the recordings, and that Costigan intends to implicate Sullivan. The two agree to meet at the building where Queenan died. On the roof, Costigan catches Sullivan off-guard and handcuffs him. As Costigan had secretly arranged, Trooper Brown appears on the roof as well. Shocked, Brown draws his gun on Costigan, who attempts to justify his actions by exposing Sullivan as Costello's mole. Costigan asks Brown why Dignam did not accompany him as Costigan had requested, but Brown does not answer. Costigan leads Sullivan, his hostage, to the elevator. When it reaches the ground floor, Trooper Barrigan shoots Costigan in the head, then shoots Brown, and afterward reveals to Sullivan that Costello had more than one mole in the police. Sullivan then shoots and kills Barrigan. At state police headquarters, Sullivan identifies Barrigan as the mole and has Costigan posthumously given the Medal of Merit. At Costigan's funeral, Sullivan notices that Madolyn is tearful. As they leave the gravesite, Sullivan attempts to talk to her, but she ignores him. When Sullivan returns to his apartment, he is ambushed by Dignam, who shoots and kills him as he enters. ",The Departed,2006
"In Texas, 1980, hitman Anton Chigurh strangles a deputy sheriff to escape custody and uses a captive bolt pistol to kill a driver and steal his car. He spares the life of a gas station owner after the owner accepts a challenge and successfully guesses the result of Chigurh's coin flip. Hunting pronghorns in the desert, Llewelyn Moss comes across the aftermath of a drug deal gone awry. He finds several dead men and dogs, a wounded Mexican begging for water, and two million dollars in a briefcase. He takes the money and returns home. That night, Moss returns to the scene with water. He is pursued by two men in a truck and escapes. At home, he sends his wife, Carla Jean, to stay with her mother, then drives to a motel in Del Rio, where he hides the case in the air conditioning duct of his room. Chigurh, hired to recover the money, kills his employers after obtaining a clue to Moss's identity. Arriving to search Moss's home, he uses his bolt pistol to blow the lock out of the door. Investigating the break in, Sheriff Tom Bell notices the blown-out lock. Using a tracking device hidden with the money, Chigurh goes to Moss's motel and kills a group of Mexicans who are preparing to ambush Moss in his room. Moss has rented a second room adjacent to the Mexicans' room with access to the duct where the money is hidden. He retrieves the briefcase just before Chigurh opens the duct and finds it empty. While staying at a hotel in Eagle Pass, Moss discovers the tracking device, but Chigurh has already found him. Their firefight spills onto the streets and both are wounded. Moss flees to Mexico, stashing the case of money in weeds along the Rio Grande. Severely injured, he asks for help from some musicians, who take him to a hospital. Carson Wells, another hired operative, fails to persuade him to accept protection in return for the money. Chigurh cleans and stitches his own wounds with stolen supplies and kills Wells at his hotel. Moss telephones the room and Chigurh answers. Chigurh tells Moss that he will kill Carla Jean unless Moss gives up the money; he remarks that he will kill Moss regardless of whether he receives the money. Moss retrieves the case and arranges to meet Carla Jean at a motel in El Paso, where he plans to give her the money and hide her from danger. Instead, she reluctantly accepts protection for her husband from Sheriff Bell. Carla Jean's mother unwittingly reveals Moss's location to a group of Mexicans who have been tailing them. Bell reaches the rendezvous in time to hear gunshots and see a pickup truck speeding from the motel where Moss lies dead. That night, Bell returns to the crime scene and finds the lock blown out. Chigurh hides behind the door. Bell enters Moss's room and sees that the vent has been removed and the duct is empty. Later, Bell visits his uncle Ellis, an ex-lawman, and tells him he plans to retire because he feels ""over-matched"". Ellis points out that the region has always been violent. Carla Jean returns from her mother's funeral to find Chigurh waiting in her bedroom. She refuses his offer of a coin toss for her life, stating that the choice is his own. Chigurh leaves the house and carefully checks the soles of his boots. As he drives through town, he is injured in a car accident, bribes two young witnesses for their silence, and flees. Now retired, Bell shares two dreams with his wife. In the first, he lost some money his father had given him. In the other, he and his father were riding through a snowy mountain pass; his father had gone ahead to make a fire in the darkness and wait for Bell. ",No Country for Old Men (film),2007
"18-year-old Jamal Malik, an Indian Muslim from the Juhu slum, is a contestant on the Indian version of Who Wants to Be a Millionaire?, and is one question away from the grand prize. However, before the ₹20 million (US$310,000) question, he is detained and tortured by the police, who suspect him of cheating because of the impossibility of a simple ""slumdog"" with very little education knowing all the answers. Jamal recounts, through flashbacks, the incidents in his life which provided him with each answer. Jamal's flashbacks begin with his managing, at age five, to obtain the autograph of Bollywood star Amitabh Bachchan, which his brother Salim then sells, followed immediately by the death of his mother during the Bombay riots. As they flee the riot, the brothers meet Latika, a girl from their slum. Salim is reluctant to take her in, but Jamal suggests that she could be the ""third musketeer"", a character from the Alexandre Dumas novel The Three Musketeers (which they had been studying—albeit not very diligently—in school), whose name they do not know. The three are found by Maman—a gangster who tricks and then trains street children into becoming beggars. When Salim discovers Maman is blinding the children in order to make them more effective beggars, he flees with Jamal and Latika to a departing train. Latika fails to board the train as Salim purposefully lets go of her hand, in revenge for an extremely embarrassing prank that Latika had played on Salim. This resulted in her being recaptured by Maman. Over the next few years, Salim and Jamal make a living travelling on top of trains, selling goods, picking pockets, working as dish washers, and pretending to be tour guides at the Taj Mahal, where they also steal people's shoes. At Jamal's insistence, they return to Mumbai to find Latika, discovering that she is being raised by Maman to be a prostitute, to fetch him soon a high price and as a virgin. The brothers rescue her, and while escaping Maman they shoot him to death. Salim then manages to get a job with Javed—Maman's rival crime lord. Back at their room, Salim orders Jamal to leave him and Latika alone. When Jamal refuses, Salim draws a gun on him, whereas Latika persuades Jamal to obey his brother and go away. Years later, Jamal, now a Chaiwala in an Indian call centre, searches the centre's database for Salim and Latika. He fails in finding Latika, while succeeding in finding Salim, now a high-ranking lieutenant in Javed's crime organisation. Jamal reproaches Salim, who then pleads for forgiveness, and offers him to stay in his luxurious apartment. Jamal later bluffs his way into Javed's residence to reunite with Latika but as he professes his love for her, Latika asks him to forget about her. Jamal nevertheless promises to wait for her every day at five o'clock at the VT station. Latika attempts to meet him there, but is recaptured by Javed's men, led by Salim, and once Javed moves to another house, outside Mumbai, the two again lose contact. Jamal becomes a contestant on Who Wants to Be a Millionaire?, knowing that she watches the show regularly. Much to the consternation of Prem Kumar, the show's host, Jamal becomes a wonder across India. He uses the 50/50 lifeline on the penultimate question and during the following break, whilst in the men's room, Kumar tries to fool Jamal, feeding him with a wrong answer, yet Jamal chooses the other one, which turns out to be the correct answer. Assuming Jamal is cheating, the police are involved. After an initial beating, the police inspector listens to Jamal's explanation of how he reached each answer. Finding all of them ""bizarrely plausible"", he allows him back on the show. At Javed's safehouse, Latika sees Jamal on the news and Salim, in an effort to make amends for his past behaviour, gives Latika his mobile phone and car keys, and asks her to forgive him and to go to Jamal. Latika is reluctant out of fear of Javed, but agrees and escapes. Salim fills a bathtub with money and sits in it, awaiting for Javed and his men as they realize that he let Latika free. Jamal's final question is the name of the third musketeer in The Three Musketeers, which he never learned. Jamal uses his ""Phone-A-Friend"" lifeline to call Salim's cell, as it is the only phone number he knows. Latika answers the phone, and, while she does not know the answer, tells Jamal that she is safe. Relieved, Jamal arbitrarily picks Aramis, the right answer, and wins the grand prize. Javed hears Latika on the show and realises that Salim has betrayed him. He and his men break down the bathroom door but Salim kills Javed before he is shot, gasping, ""God is great"". Soon thereafter, Jamal and Latika meet on the platform at the railway station and they kiss. ",Slumdog Millionaire,2008
"Sergeant First Class William James, a former U.S. Army Ranger, arrives as the new team leader of a U.S. Army Explosive Ordnance Disposal (EOD) unit in the Iraq War. He replaces Staff Sergeant Matthew Thompson, who was killed by an improvised explosive device (IED) in Baghdad. His team includes Sergeant J.T. Sanborn and Specialist Owen Eldridge. Sanborn and Eldgridge consider his maverick disposal methods and attitude reckless, raising tensions. James is often approached by an Iraqi youth nicknamed ""Beckham"" attempting to sell DVDs. James challenges him to a game of soccer and takes a liking to him. When they are assigned to destroy explosives, James returns to the detonation site to pick up his gloves. Sanborn openly contemplates killing him by ""accidentally"" triggering the explosion, making Eldridge uncomfortable. Returning to Camp Victory in their Humvee, the team encounters five armed men in traditional Arab garb and casual attire standing near a Ford Excursion, which has a flat tire. James' team has a tense encounter with their leader, who reveals that they are private military contractors and British mercenaries. They have captured two prisoners featured on the most-wanted Iraqi playing cards. The group comes under fire; when the prisoners attempt to escape in the confusion, the leader of the mercenaries shoots them, as they are valuable dead or alive. Enemy snipers kill three of the mercenaries, including their leader. Sanborn and James borrow a gun to dispatch three attackers, while Eldridge kills a fourth. During a raid on a warehouse, James discovers the body he believes is Beckham, in which a bomb has been surgically implanted. During evacuation, Lieutenant Colonel John Cambridge, the camp's psychiatrist and a friend of Eldridge, is killed in an explosion; Eldridge blames himself for his death. James breaks into the house of an Iraqi professor, seeking revenge for Beckham, but his search reveals nothing. Called to a petrol tanker detonation, James decides to hunt for the insurgents responsible, guessing they are still nearby. Sanborn protests, but when James heads out, he and Eldridge reluctantly follow. After they split up, insurgents capture Eldridge. James and Sanborn rescue him but accidentally shoot him in the leg. The following morning, James is approached by Beckham, who he believed was dead, and walks by silently. Before being airlifted for surgery, Eldridge angrily blames James for his injury. James and Sanborn's unit is called to another mission in their last two days of their rotation. An innocent Iraqi civilian has had a bomb vest strapped to his chest. James tries to cut off the locks to remove the vest, but there are too many of them. He abandons the man, who is killed when the bomb explodes. Sanborn is distraught by the man's death. He confesses to James that he can no longer cope with the pressure, and wants to return home and have a son. After Bravo Company's rotation ends, James returns to his ex-wife Connie and their infant son, who still live with him in his house. However, he is bored by routine civilian life. James confesses to his son that there is only one thing that he knows he loves. He starts another tour of duty, serving with Delta Company, a U.S. Army EOD unit on its 365-day rotation. ",The Hurt Locker,2009
"At the closing of the British Empire Exhibition at Wembley Stadium, the Prince Albert, Duke of York, the second son of King George V, addresses them with a strong stammer. His search for treatment has been discouraging, but his wife Elizabeth persuades him to see the Australian-born Lionel Logue, a non-medically trained Harley Street speech defects therapist. ""Bertie,"" as he is called by his family, believes the first session is not going well although Lionel (he insists that all his patients address him as such) manages to have the potential client recite on an acetate recording, Hamlet's ""To be, or not to be"" soliloquy sublimely all the while hearing piped-in classical music on a pair of head phones. Bertie is disappointed and Lionel gives him the recording as a souvenir. Bertie's father, King George V makes his 1934 Christmas wireless address, and he explains to Bertie that the machine will play a significant part in the role of the Royal Family invading the homes of the people and that Bertie's brother's neglect of his responsibilities make training on it necessary. The attempt is a failure. Bertie in frustration plays the recording Lionel gave him. Bertie returns for daily treatments of exercises and practices to overcome the physical and psychological roots of his speaking difficulty. George V dies in 1936, and his eldest son David ascends the throne as King Edward VIII. A constitutional crisis arises with the new king over a prospective marriage with the twice-divorced American socialite Wallis Simpson. Edward, as head of the Church of England, cannot marry her, even if she receives her second divorce, since both her previous husbands are alive. At an unscheduled session, Albert expresses his frustration that while his speech has improved when talking to most people, he still stammers when talking to David and reveals the extent of Edward VIII's folly with Simpson. When Lionel insists that Bertie could be a good king, Bertie accuses Lionel of speaking treason and quits Lionel. Bertie must face the Ascension Council without any assistance from Lionel. Bertie and Lionel come together after King Edward decides to abdicate in order to marry Simpson, and Bertie becomes King George VI. The new Royal pair visit the home of Lionel before the Coronation, much to the surprise of Mrs. Logue when she comes upon Queen Elizabeth having tea at her dining room table, and learning that the King is her husband's patient. Bertie's and Lionel's relationship comes to be known to the King's advisors when there are preparations for his coronation in Westminster Abbey. It comes to light that George never asked for advice from his advisors about his speech defect treatment and that Lionel never had formal training to be a medical doctor. Lionel explained that at the time he started with speech defects there was no formal training and that the only known help that was available for returning Great War shell-shocked Australian soldiers was from personal experience. Bertie remained unconvinced about his suitability as king but Lionel encouraged Bertie to express his voice by disrespecting King Edward's Chair and the Stone of Scone. Lionel rehearsed Bertie and the coronation ceremony is completed. Bertie is in a crisis when he must declare over the wireless in 1939 Britain's declaration of war with Nazi Germany. Lionel is summoned to Buckingham Palace to prepare Bertie for his wireless address to Britain and the Empire. Knowing the challenge that lies before him, the Archbishop of Canterbury, Winston Churchill and Prime Minister Neville Chamberlain are present to offer support. George and Logue are then left in the broadcasting room. He delivers his speech with Logue conducting him, but by the end he is speaking freely. Preparing to leave the room for the congratulations of those present in the palace, Logue mentions to the King that he still had difficulty enunciating 'w' and the King jokes back, ""I had to throw in a few so they'd know it was me"". The Royal Family step onto the balcony of the palace and are applauded by the crowd, a title card explains that Logue was always present at King George VI's speeches during the war and that they remained friends for the rest of their lives. ",The King's Speech,2010
"In 1927, silent film star George Valentin is posing for pictures outside the premiere of his latest hit film when a young woman, Peppy Miller, accidentally bumps into him. Valentin reacts with humor to the accident and shows off with Peppy for the cameras. The next day, Peppy finds herself on the front page of Variety with the headline ""Who's That Girl?"" Later, Peppy auditions as a dancer and is spotted by Valentin, who insists that she have a part in Kinograph Studios' next production, despite objections from the studio boss, Al Zimmer. While performing a scene in which they dance together, Valentin and Peppy show great chemistry, despite her being merely an extra. With a little guidance from Valentin (he draws a beauty spot on her, which will eventually be her trademark, after finding her in his dressing room), Peppy slowly rises through the industry, earning more prominent starring roles. Two years later, Zimmer announces the end of production of silent films at Kinograph Studios, but Valentin is dismissive, insisting that sound is just a fad. In a dream, Valentin begins hearing sounds from his environment (as does the audience), but cannot speak himself, then wakes up in a sweat. He decides to produce and direct his own silent film, financing it himself. The film opens on the same day as Peppy's new sound film as well as the 1929 Stock Market Crash. Now Valentin's only chance of avoiding bankruptcy is for his film to be a hit. Unfortunately audiences flock to Peppy's film instead and Valentin is ruined. His wife, Doris, kicks him out, and he moves into an apartment with his valet/chauffeur, Clifton, and his dog. Peppy goes on to become a major Hollywood star. Later, the bankrupt Valentin is forced to auction off all of his personal effects, and after realizing he has not paid loyal Clifton in over a year, gives him the car and fires him, telling him to get another job. Depressed and drunk, Valentin angrily sets a match to his private collection of his earlier films. As the nitrate film quickly blazes out of control he is overwhelmed by the smoke and passes out inside the burning house, still clutching a single film canister. However, Valentin's dog attracts the help of a nearby policeman, and after being rescued Valentin is hospitalized for injuries suffered in the fire. Peppy visits the hospital and discovers that the film he rescued is the one with them dancing together. She asks for him to be moved to her house to recuperate. Valentin awakens in a bed at her house, to find that Clifton is now working for Peppy. Valentin seems to remain dismissive of Peppy having taken him in, prompting Clifton to sternly remind Valentin of his changing luck. Peppy insists to Zimmer that Valentin co-star in her next film, threatening to quit Kinograph if Zimmer does not agree to her terms. After Valentin learns to his dismay that it had been Peppy who had purchased all his auctioned effects, he returns in despair to his burnt-out apartment. Peppy arrives, panicked, and finds that Valentin is about to attempt suicide with a handgun. Peppy tells him she only wanted to help him. They embrace and Valentin tells her it's no use; no one wants to hear him speak. Remembering Valentin's superb dancing ability, Peppy persuades Zimmer to let them make a musical together. Now the audience hears sound for the second time, as the film starts rolling for a dance scene with Peppy and Valentin and their tap-dancing can be heard. Once the choreography is complete, the two dancers are heard panting. The director of the musical calls out audibly, ""Cut!"" to which Zimmer adds: ""Perfect. Beautiful. Could you give me one more?"" Valentin, in his only audible line, replies ""With pleasure!"" revealing his French accent.[18] The camera then pulls back to the sounds of the film crew as they prepare to shoot another take. ",The Artist (film),2011
"On November 4, 1979, Iranian activists storm the United States embassy in Tehran in retaliation for President Jimmy Carter giving the Shah asylum in the U.S. during the Iranian Revolution. 60 of the embassy staff are taken as hostages, but six avoid capture and are sheltered in the home of Canadian ambassador Ken Taylor. With the escapees' situation kept secret, the U.S. State Department begins to explore options for exfiltrating them from Iran. Tony Mendez, a U.S. Central Intelligence Agency exfiltration specialist, is brought in for consultation. He criticizes the proposals, but is at a loss when asked for an alternative. While on the phone with his son, he is inspired by watching Battle for the Planet of the Apes and begins plans for creating a cover story for the escapees: that they are Canadian filmmakers who are in Iran scouting exotic locations for a science-fiction film. Mendez contacts John Chambers, a Hollywood make-up artist who had previously worked for the CIA. Chambers puts Mendez in touch with film producer Lester Siegel. Together, they set up a phony film production company, publicize their plans, and successfully establish the pretense of developing Argo, a ""science fantasy adventure"" in the style of Star Wars, to lend credibility to the cover story. Meanwhile, the escapees grow restless. The revolutionaries reassemble embassy photographs shredded before the takeover and finally realize that some personnel are unaccounted for. Posing as a producer for Argo, Mendez enters Iran under the alias Kevin Harkins and meets with the six escapees. He provides them with Canadian passports and fake identities. Although afraid to trust Mendez's scheme, they reluctantly go along, knowing that he is risking his own life too. A scouting visit to the bazaar to maintain their cover story takes a bad turn when they are harassed by a hostile shopkeeper, but their Iranian culture contact hustles them away from the hostile crowd. Mendez is told that the operation has been cancelled to avoid conflicting with a planned military rescue of the hostages. He pushes ahead anyway, forcing his boss Jack O'Donnell to hastily re-obtain authorization for the mission and confirm their tickets on a Swissair flight. Tensions rise at the airport, where the escapees' ticket reservations are confirmed at the last minute, and the head guard's call to the fake production company in Hollywood is answered only at the last second. The group boards the airliner, which takes off just as the Revolutionary Guards at the airport are informed of the ruse and try to stop them. To protect the hostages remaining in Tehran from retaliation, all U.S. involvement in the rescue is suppressed and full credit is given to the Canadian government and its ambassador (who shuts down the embassy and leaves Iran with his wife as the operation is underway). The ambassador's Iranian housekeeper, who had known about the Americans and lied to the revolutionaries to protect them, escapes to Iraq. Mendez is awarded the Intelligence Star, but due to the mission's classified nature, he receives the medal in secret and has to return it afterwards. The award is restored to him after the Canadian Caper is declassified in 1997. ",Argo (2012 film),2012
"In 1841, Solomon Northup is a free African-American man working as a violinist, living with his wife and two children in Saratoga Springs, New York. Two white men, Brown and Hamilton, offer him short-term employment as a musician if he will travel with them to Washington, D.C. However, once they arrive they drug Northup and deliver him to a slave pen run by a man named Burch. Northup proclaims that he is a free man, only to be savagely beaten with, at first, a wooden paddle, then, a leather belt. Northup is later shipped to New Orleans along with other captive African Americans. He is told by the others that if he wants to survive in the South, he must adapt to being a slave and not tell anyone he is a free man. A slave trader named Freeman gives Northup the identity of ""Platt"", a runaway slave from Georgia, and sells him to plantation owner William Ford. Tension grows between Northup and a plantation overseer which ends with Northup savagely beating and whipping the overseer. To save Northup's life, Ford sells him to another slave owner named Edwin Epps. In the process, Northup attempts to explain that he is actually a free man, but Ford tells him he is too afraid and that he cannot help him now. At the plantation, Northup meets Patsey, a favored slave who can pick over 500 pounds of cotton a day, twice the usual quota, whom Epps regularly rapes and abuses. Some time later, cotton worms destroy Epps's cotton. Unable to work his fields, Epps leases his slaves to a neighboring plantation for the season. While there, Northup gains the favor of the plantation's owner, Judge Turner, who allows him to play the fiddle at a neighbor's wedding anniversary celebration and to keep his earnings. Northup is also raped by a female slave in the middle of the night. When Northup returns to Epps, he uses the money to pay a white field hand and former overseer, Armsby, to mail a letter to his friends in New York. Armsby agrees and accepts Northup's saved money, but immediately betrays him to Epps. In the middle of the night, a drunken Epps wakes Northup and questions him menacingly about the letter. Northup is narrowly able to convince Epps that Armsby is lying and Epps relents. Solomon then emotionally burns the letter he intended to give to Armsby. Northup begins working on the construction of a gazebo with a Canadian laborer named Samuel Bass. Bass is unsettled by the brutal way that Epps treats his slaves and expresses his opposition to American slavery, earning Epps's enmity. Northup overhears the conversation and decides to reveal his kidnapping to Bass. Once again, Northup asks for help in getting a letter to Saratoga Springs. Bass agrees to send it. One day, the local sheriff arrives in a carriage with another man. The sheriff asks Northup a series of questions to confirm that his answers match the facts of his life in New York. Northup recognizes the sheriff's companion as Mr. Parker, a shopkeeper he knew in Saratoga. Parker has come to free him, and the two embrace, though an enraged Epps furiously protests the circumstances and tries to prevent Northup from leaving. Northup gives an emotional farewell to Patsey and rides off to his freedom. Patsey faints as Northup leaves. After being enslaved for 12 years, Northup is restored to freedom and returned to his family, leaving behind the other slaves. As he walks into his home, he sees his wife with their son and daughter (fully grown) and her husband, who present him with his grandson and namesake, Solomon Northup Staunton. Northup apologizes for his long absence while his family comforts him. The film's epilogue displays a series of graphics recounting Northup's unsuccessful suits against Brown, Hamilton, and Burch, along with the 1853 publication of Northup's slave narrative memoir, Twelve Years a Slave. The memoir describes his role in the abolitionist movement and the mystery surrounding details of his death and burial. Patsey and Northup never met again. ",12 Years a Slave (film),2013
"Riggan Thomson is a faded American actor who is famous for playing the superhero Birdman in a film trilogy 20 years ago. He is tormented by the mocking and critical internal voice of Birdman and is frequently shown performing feats of levitation and telekinesis. Riggan is trying to gain recognition as a serious actor for writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love."" Jake, Riggan's best friend and lawyer, is producing the play which co-stars Riggan's girlfriend Laura and Broadway débutante Lesley. Riggan's daughter Sam, a recovering drug addict whom he is trying to reconnect with, is working as his assistant. The day before the first preview, a light fixture falls onto Riggan's hopeless co-star Ralph, which Riggan tells Jake he caused. At Lesley's suggestion, Riggan replaces Ralph with her boyfriend, the brilliant but volatile method actor Mike Shiner. The first previews are disastrous: Mike breaks character over the replacement of his gin with water, attempts to have real sex with Lesley during a sex scene and claims that the prop gun does not look real which is hindering his performance. Riggan clashes continually with Mike and is incensed at influential theater critic Tabitha Dickinson's praise for Mike's performance, but Jake persuades him to continue with the play. Riggan catches Sam using marijuana and berates her; she tells him he is expendable and that his play is a vanity project. During the final preview, Riggan takes a cigarette break and accidentally locks himself outside with his robe stuck in the fire escape door. He is forced to walk through Times Square in his underwear and enter through the audience to do the final scene. A concerned Sam is waiting in his dressing room after the show. She thinks the performance was very weird but sort of cool. She shows him that the Times Square footage is going viral and explains how this actually helps him. Riggan goes to a bar for a drink and approaches Tabitha, accusing her of not understanding theater and just being someone who crudely labels things. She tells him that she hates ignorant Hollywood celebrities who pretend to be serious actors and promises to ""kill"" his play with a deprecating review without even having seen it. On the way back, Riggan buys a pint of whiskey, drinks it and passes out on a stoop. The next day, walking to the theater with a severe hangover, he has a conversation with the now visible Birdman, who tries to convince him to quit the play and make the fourth Birdman film that fans are still demanding. Riggan jumps off the roof and flies through the streets of Manhattan before arriving at the theater. On the opening night the play is going very well. In his dressing room, a strangely calm Riggan confesses to his ex-wife Sylvia that several years ago he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about his inner Birdman voice, which she ignores. After Sylvia wishes him luck and leaves the room, Riggan picks up a real gun and checks that it is loaded for the final scene in which his character commits suicide. At the climax, Riggan shoots himself in the head on-stage. The play receives a standing ovation as Tabitha rushes out to file copy. The next day, Riggan wakes up in hospital with his face covered in a mask of bandages where his nose has been surgically reconstructed after he blew it off during the botched suicide. His ex-wife is worried about him but Jake cannot contain his excitement that the play will run forever after Tabitha's rave-review which called the suicide attempt ""super-realism"" and just what American theater needed. Sam visits with flowers, which he cannot smell, and takes a picture of him to scare the skyrocketing number of followers on the Twitter account she has created for him. While she steps outside to find a vase, Riggan goes into the bathroom, removes the bandages revealing his swollen new nose, and obscenely says goodbye to Birdman, whom he sees sitting on the toilet. Fascinated by some birds flying outside his room, he opens the window and climbs out onto the ledge. When Sam returns, Riggan is nowhere to be seen. She frantically scans the ground below the open window before she slowly looks up into the sky, smiles, and laughs. ",Birdman (film),2014
"In 1976, at a Boston Police station, two policemen discuss the arrest of Catholic priest Fr. John Geoghan for child molestation and the presence of a high ranking cleric talking to the mother of the children. The Assistant District Attorney then enters the precinct and tells the policemen not to let the press get wind of what has happened. The arrest is hushed up, and the priest is released. In 2001, The Boston Globe hires a new editor, Marty Baron. Baron meets Walter ""Robby"" Robinson, the editor of the newspaper's ""Spotlight"" team, a small group of journalists writing investigative articles that take months to research and publish. After Baron reads a Globe column about a lawyer, Mitchell Garabedian, who says that Cardinal Bernard Law (the Archbishop of Boston) knew that John Geoghan was sexually abusing children and did nothing to stop him, he urges the Spotlight team to investigate. Journalist Michael Rezendes contacts Garabedian, who initially declines to be interviewed. Though he is told not to, Rezendes reveals that he is on the Spotlight team, persuading Garabedian to talk. Initially believing that they are following the story of one priest who was moved around several times, the Spotlight team begin to uncover a pattern of sexual abuse of children by Catholic priests in Massachusetts, and an ongoing cover-up by the Boston Archdiocese. Through Phil Saviano, who heads the victims' rights group Survivors Network of those Abused by Priests (SNAP), they widen their search to 13 priests. They learn through Richard Sipe, a former priest who worked at trying to rehabilitate pedophile priests, that statistically, there should be approximately 90 abusive priests in Boston (six percent of priests). Through their research, they develop a list of 87 names, and begin to find their victims to back up their suspicions. When the September 11 attacks occur, the team is forced to de-prioritize the story. They regain momentum when Rezendes learns from Garabedian that there are publicly available documents that confirm Cardinal Law was made aware of the problem and ignored it. Although Rezendes argues vociferously to run the story immediately before more victims suffer and rival newspapers publish, Robinson remains steadfast to research further so that the systemic problem can be more fully exposed. After The Boston Globe wins a case to have even more legal documents unsealed that provide the evidence of that larger picture, the Spotlight team finally begins to write the story, and plan to publish their findings in early 2002. As they are about to go to print, Robinson confesses to the team that he was sent a list of 20 pedophile priests by lawyer Eric MacLeish in 1993, which he never followed up on. But Baron still commends him and his team's efforts to expose the crimes now. The story goes to print with a web link to the documents that expose Cardinal Law's inaction and a phone number for victims of pedophile priests. The following morning, the Spotlight team is inundated with phone calls from victims coming forward to tell their stories. A textual epilogue notes that Cardinal Law resigned and was eventually promoted to the Basilica di Santa Maria Maggiore in Rome before presenting a list of places in the United States and around the world where major scandals involving abuse by priests took place. ",Spotlight (film),2015
